rule_id,condition,sub_condition,nutrient,threshold_min,threshold_max,unit,restriction_level,ingredient_flag,risk_weight,guideline_source,recommendation
PCO042,PCOS,South Asian,white_rice,0.0,0.5,cup/day,strict,white_rice,0.9,FSSAI,White rice is a high GI driver for insulin in South Asian PCOS
PCO043,PCOS,South Asian,fried_snacks,0.0,0.0,servings/day,strict,vada,0.92,FSSAI,South Asian fried snacks worsen PCOS insulin resistance
PCO044,PCOS,South Asian,turmeric,1.0,3.0,g/day,recommended,low_turmeric,0.68,FSSAI,Turmeric has anti-inflammatory and anti-androgenic properties
PCO045,PCOS,South Asian,methi,1.0,2.0,servings/day,recommended,low_methi,0.72,FSSAI,Fenugreek seeds help regulate blood sugar and hormones in PCOS
PCO046,PCOS,With Endometriosis,anti_inflammatory,3.0,5.0,servings/day,recommended,processed_food,0.9,NHS,Anti-inflammatory diet addresses both PCOS and endometriosis
PCO047,PCOS,With Endometriosis,omega3,2000.0,4000.0,mg/day,recommended,omega6_excess,0.9,NHS,High omega-3 reduces prostaglandin-driven pain in combined conditions
PCO048,PCOS,With Endometriosis,red_meat,0.0,1.0,servings/week,strict,processed_meat,0.88,NHS,Red meat promotes estrogen dominance worsening both conditions
PCO049,PCOS,With Endometriosis,cruciferous_veg,3.0,5.0,servings/week,recommended,low_cruciferous,0.82,NHS,Cruciferous vegetables support estrogen detoxification
PCO050,PCOS,With Endometriosis,alcohol,0.0,0.0,units/day,strict,alcohol,0.88,NHS,Alcohol worsens estrogen dominance in PCOS with endometriosis
PCO051,PCOS,Metformin,vitamin_b12,2.4,1000.0,mcg/day,recommended,low_b12,0.85,NHS,Metformin used in PCOS reduces B12 levels requiring monitoring
PCO052,PCOS,Metformin,alcohol,0.0,1.0,units/day,strict,alcohol,0.88,NHS,Alcohol increases lactic acidosis risk when taking metformin for PCOS
OBE001,Obesity,Class 1,calories,1200.0,1800.0,kcal/day,strict,fast_food,0.92,WHO,Caloric deficit of 500-750kcal/day for Class 1 obesity
OBE002,Obesity,Class 1,added_sugar,0.0,25.0,g/day,strict,sugary_drinks,0.93,WHO,Eliminate added sugars especially liquid calories
OBE003,Obesity,Class 1,total_fat,20.0,50.0,g/day,moderate,deep_fried,0.88,WHO,Reduce total fat to support weight loss
OBE004,Obesity,Class 1,fiber,25.0,38.0,g/day,recommended,refined_food,0.82,WHO,High fiber increases satiety and reduces calorie intake
OBE005,Obesity,Class 1,protein,25.0,80.0,g/day,recommended,processed_meat,0.78,WHO,Adequate protein preserves muscle mass during weight loss
OBE006,Obesity,Class 2,calories,1000.0,1500.0,kcal/day,strict,ultra_processed,0.95,WHO,Greater restriction needed for Class 2 obesity
OBE007,Obesity,Class 2,saturated_fat,0.0,7.0,g/day,strict,cheese,0.88,WHO,Strictly limit saturated fat for significant obesity
OBE008,Obesity,Class 2,trans_fat,0.0,0.0,g/day,strict,baked_goods,0.97,WHO,Zero trans fat essential for obese patients
OBE009,Obesity,Class 2,alcohol,0.0,0.0,units/day,strict,beer,0.9,WHO,Alcohol provides empty calories and worsens obesity
OBE010,Obesity,Class 2,meal_frequency,4.0,6.0,meals/day,moderate,skip_breakfast,0.78,WHO,Regular small meals prevent overeating
OBE011,Obesity,Class 3,calories,800.0,1200.0,kcal/day,strict,junk_food,0.98,WHO,Very low calorie diet under medical supervision
OBE012,Obesity,Class 3,protein,30.0,80.0,g/day,recommended,low_protein,0.92,WHO,High protein critical to preserve lean mass in severe obesity
OBE013,Obesity,Class 3,sugar,0.0,10.0,g/day,strict,sweets,0.97,WHO,Near-zero sugar intake for morbid obesity management
OBE014,Obesity,General,processed_food,0.0,0.0,servings/day,strict,ultra_processed_snacks,0.95,WHO/NHS,Eliminate ultra-processed foods for weight management
OBE015,Obesity,General,water,2000.0,3000.0,ml/day,recommended,sugary_drinks,0.85,WHO,Adequate water intake supports weight loss
OBE016,Obesity,General,omega3,500.0,2000.0,mg/day,recommended,saturated_oils,0.8,WHO,Omega-3 reduces obesity-related inflammation
OBE017,Obesity,General,whole_grain,50.0,100.0,servings/day,recommended,white_flour,0.78,WHO,Whole grains reduce caloric density and increase satiety
OBE018,Obesity,General,vegetables,5.0,7.0,servings/day,recommended,starchy_veg_excess,0.75,WHO,Non-starchy vegetables help fill plate with fewer calories
OBE019,Obesity,General,glycemic_load,0.0,80.0,GL/day,strict,high_GL_diet,0.88,WHO,Controlling glycemic load aids weight and metabolic health
OBE020,Obesity,General,portion_size,0.0,1.0,standard,strict,large_portion,0.85,WHO,Portion control is critical for obesity management
OBE021,Obesity,With Diabetes,calories,1200.0,1600.0,kcal/day,strict,ultra_processed,0.97,WHO/ADA,Obesity with diabetes requires aggressive caloric restriction
OBE022,Obesity,With Diabetes,glycemic_load,0.0,60.0,GL/day,strict,high_GI_foods,0.97,WHO/ADA,Very low glycemic load essential when obesity meets diabetes
OBE023,Obesity,With Hypertension,sodium,0.0,1500.0,mg/day,strict,salty_food,0.97,WHO/AHA,Sodium restriction especially critical in obese hypertensives
OBE024,Obesity,With Heart,saturated_fat,0.0,5.0,g/day,strict,fatty_snacks,0.97,WHO/AHA,Most aggressive fat restriction when obesity complicates heart disease
OBE025,Obesity,Pediatric,added_sugar,0.0,25.0,g/day,strict,sugary_drinks,0.95,WHO,Children with obesity should nearly eliminate added sugar
OBE026,Obesity,Pediatric,trans_fat,0.0,0.0,g/day,strict,packaged_snacks,0.97,WHO,Zero trans fat in pediatric obesity management
OBE027,Obesity,Pediatric,screen_time_food,0.0,2.0,hrs/day,moderate,distracted_eating,0.75,WHO,Limit screen time eating which promotes overconsumption
OBE028,Obesity,Abdominal,refined_carbs,0.0,0.0,g/day,strict,white_rice,0.93,WHO,Refined carbs specifically increase abdominal fat
OBE029,Obesity,Abdominal,alcohol,0.0,0.0,units/day,strict,beer,0.92,WHO,Alcohol promotes visceral fat accumulation
OBE030,Obesity,Abdominal,fructose,0.0,25.0,g/day,strict,fruit_juice,0.93,WHO,Fructose preferentially deposits as abdominal fat
OBE031,Obesity,With PCOS,calories,1400.0,1800.0,kcal/day,strict,excess_calories,0.93,WHO/NHS,Caloric restriction helps both obesity and PCOS management
OBE032,Obesity,With PCOS,anti_inflammatory,3.0,5.0,servings/day,recommended,processed_food,0.88,NHS,Anti-inflammatory diet supports obese PCOS patients
OBE033,Obesity,With Fatty Liver,fructose,0.0,15.0,g/day,strict,juice,0.97,WHO/NHS,Fructose is the primary driver of both obesity and fatty liver
OBE034,Obesity,With Cholesterol,saturated_fat,0.0,7.0,g/day,strict,red_meat,0.97,WHO/AHA,Most strict fat control when obesity raises cholesterol
OBE035,Obesity,With Thyroid,iodine,150.0,250.0,mcg/day,moderate,deficient,0.82,WHO/NHS,Thyroid function critical for obesity management
OBE036,Obesity,South Asian,rice,0.0,0.75,cup/day,strict,white_rice,0.9,FSSAI/WHO,South Asians carry higher metabolic risk from white rice
OBE037,Obesity,South Asian,fried_food,0.0,0.0,servings/day,strict,samosa,0.92,FSSAI,Deep fried Indian street foods promote central obesity
OBE038,Obesity,South Asian,sweet_drinks,0.0,0.0,ml/day,strict,sweetened_chai,0.9,FSSAI,Sweetened tea is a major calorie source in South Asian diet
OBE039,Obesity,South Asian,ghee_butter,0.0,1.0,teaspoon/day,moderate,ghee,0.85,FSSAI,Ghee and butter contribute significantly to caloric surplus
OBE040,Obesity,South Asian,maida_bread,0.0,0.0,servings/day,strict,paratha_maida,0.9,FSSAI,Maida-based breads and parathas drive weight gain
OBE041,Obesity,Intermittent Fasting,meal_window,8.0,12.0,hrs/day,moderate,no_restriction,0.8,WHO,Time-restricted eating reduces overall caloric intake in obesity
OBE042,Obesity,Intermittent Fasting,nutrient_density,90.0,100.0,servings/day,recommended,low_nutrient,0.82,WHO,Nutrient density more critical when eating window is restricted
OBE043,Obesity,Bariatric Post Op,protein,1.5,2.0,g/kg/day,recommended,low_protein,0.92,NHS,High protein essential post bariatric surgery to prevent muscle loss
OBE044,Obesity,Bariatric Post Op,calories,800.0,1200.0,kcal/day,strict,overeating,0.92,NHS,Strict caloric control in post bariatric surgery recovery
OBE045,Obesity,Bariatric Post Op,supplement,100.0,100.0,servings/day,recommended,supplement_deficient,0.95,NHS,Micronutrient supplementation lifelong after bariatric surgery
OBE046,Obesity,Bariatric Post Op,liquid_meals,1.0,3.0,servings/day,moderate,solid_food_early,0.88,NHS,Liquid and soft foods required in early post-op phase
OBE047,Obesity,Bariatric Post Op,alcohol,0.0,0.0,units/day,strict,alcohol,0.95,NHS,Alcohol strictly forbidden post bariatric surgery due to sensitivity
OBE048,Obesity,Bariatric Post Op,sugar,0.0,5.0,g/meal,strict,dumping_syndrome_foods,0.93,NHS,Sugar causes dumping syndrome post gastric bypass surgery
OBE049,Obesity,Sleep Apnea,calories,1200.0,1600.0,kcal/day,strict,high_calorie,0.93,WHO,Weight loss is the most effective treatment for obesity sleep apnea
OBE050,Obesity,Sleep Apnea,alcohol,0.0,0.0,units/day,strict,alcohol,0.92,WHO,Alcohol relaxes pharyngeal muscles worsening sleep apnea in obese
THY001,Hypothyroidism,General,iodine,150.0,300.0,mcg/day,recommended,iodine_deficient_foods,0.88,NHS,Adequate iodine is essential for thyroid hormone synthesis
THY002,Hypothyroidism,General,goitrogens,0.0,2.0,servings/day,moderate,raw_cruciferous,0.75,NHS,Limit raw goitrogenic vegetables like cabbage and broccoli
THY003,Hypothyroidism,General,soy,0.0,1.0,servings/day,moderate,soy_protein,0.72,NHS,Soy may interfere with thyroid hormone absorption
THY004,Hypothyroidism,General,selenium,55.0,200.0,mcg/day,recommended,selenium_deficient,0.82,NHS,Selenium is essential for thyroid enzyme activity
THY005,Hypothyroidism,General,zinc,8.0,12.0,mg/day,recommended,zinc_poor_diet,0.78,NHS,Zinc is required for thyroid hormone production
THY006,Hypothyroidism,General,fiber,20.0,35.0,g/day,moderate,excessive_bran,0.7,NHS,Excess fiber may interfere with medication absorption
THY007,Hypothyroidism,General,calcium,1000.0,1200.0,mg/day,moderate,calcium_timing,0.68,NHS,Take calcium supplements away from thyroid medication
THY008,Hypothyroidism,General,iron,8.0,18.0,mg/day,moderate,iron_supplement_timing,0.72,NHS,Iron supplements can interfere with thyroid medications
THY009,Hypothyroidism,General,calories,1400.0,2000.0,kcal/day,moderate,high_calorie,0.8,NHS,Hypothyroidism slows metabolism so moderate caloric intake
THY010,Hypothyroidism,General,sugar,0.0,25.0,g/day,moderate,refined_sweets,0.78,NHS,Limit sugar as hypothyroidism increases obesity risk
THY011,Hyperthyroidism,General,iodine,0.0,100.0,mcg/day,strict,iodized_salt,0.95,NHS,Restrict iodine to avoid stimulating overactive thyroid
THY012,Hyperthyroidism,General,caffeine,0.0,100.0,mg/day,strict,coffee,0.85,NHS,Caffeine worsens hyperthyroid symptoms like palpitations
THY013,Hyperthyroidism,General,calcium,1200.0,1500.0,mg/day,recommended,low_calcium,0.88,NHS,Hyperthyroidism causes bone loss so increase calcium
THY014,Hyperthyroidism,General,calories,2200.0,3000.0,kcal/day,recommended,low_calorie,0.82,NHS,Increased caloric intake needed due to high metabolism
THY015,Hyperthyroidism,General,goitrogenic_foods,2.0,5.0,servings/day,recommended,low_fiber,0.78,NHS,Goitrogenic foods may help reduce thyroid activity
THY016,Hyperthyroidism,General,vitamin_d,800.0,2000.0,IU/day,recommended,deficient_diet,0.8,NHS,Vitamin D supplementation prevents bone density loss
THY017,Hyperthyroidism,General,alcohol,0.0,0.0,units/day,strict,alcohol,0.85,NHS,Alcohol worsens hyperthyroid symptoms and heart rate
THY018,Thyroid,General,fluoride,0.0,3.0,mg/day,moderate,fluoride_water,0.65,NHS,Excessive fluoride may inhibit iodine uptake
THY019,Thyroid,General,gluten,0.0,0.0,g/day,moderate,wheat_products,0.6,NHS,Some thyroid patients have concurrent gluten sensitivity
THY020,Thyroid,General,vitamin_b12,2.4,1000.0,mcg/day,recommended,B12_deficient,0.75,NHS,B12 deficiency common in thyroid disorders
THY021,Hypothyroidism,With Obesity,calories,1200.0,1600.0,kcal/day,moderate,excess_calories,0.9,NHS,Caloric restriction important as hypothyroidism slows metabolism
THY022,Hypothyroidism,With Diabetes,iodine,150.0,300.0,mcg/day,recommended,iodine_deficient,0.85,NHS,Maintain iodine intake for combined thyroid and diabetes
THY023,Hypothyroidism,With Cholesterol,saturated_fat,0.0,7.0,g/day,strict,butter,0.92,NHS,Hypothyroidism worsens cholesterol so restrict saturated fat
THY024,Hypothyroidism,Hashimotos,gluten,0.0,0.0,g/day,moderate,wheat,0.75,NHS,Gluten-free diet may benefit Hashimoto thyroiditis
THY025,Hypothyroidism,Hashimotos,dairy,0.0,2.0,servings/day,moderate,milk,0.72,NHS,Dairy sensitivity sometimes associated with Hashimoto
THY026,Hypothyroidism,Hashimotos,sugar,0.0,20.0,g/day,strict,sweets,0.85,NHS,Sugar promotes autoimmune inflammation in Hashimoto
THY027,Hypothyroidism,Hashimotos,processed_food,0.0,0.0,servings/day,strict,ultra_processed,0.9,NHS,Processed foods trigger inflammation in autoimmune thyroid
THY028,Hypothyroidism,Hashimotos,selenium,100.0,200.0,mcg/day,recommended,selenium_poor,0.85,NHS,Selenium reduces thyroid antibody levels in Hashimoto
THY029,Hyperthyroidism,Graves Disease,iodine,0.0,50.0,mcg/day,strict,iodized_salt,0.97,NHS,Severe iodine restriction for Graves disease management
THY030,Hyperthyroidism,Graves Disease,caffeine,0.0,50.0,mg/day,strict,coffee,0.92,NHS,Caffeine worsens tremors and anxiety in Graves disease
THY031,Hypothyroidism,Pregnancy,iodine,220.0,290.0,mcg/day,recommended,iodine_deficient,0.95,WHO/NHS,Higher iodine requirements during pregnancy with hypothyroidism
THY032,Hypothyroidism,Pregnancy,selenium,55.0,200.0,mcg/day,recommended,selenium_poor,0.88,WHO/NHS,Selenium supports thyroid in hypothyroid pregnancy
THY033,Hypothyroidism,Pregnancy,folate,400.0,800.0,mcg/day,recommended,low_folate,0.9,WHO,Folate critical for fetal development in thyroid pregnancy
THY034,Hypothyroidism,Elderly,iodine,150.0,300.0,mcg/day,recommended,iodine_deficient,0.88,NHS,Iodine requirements remain important for elderly hypothyroid patients
THY035,Hypothyroidism,Elderly,calcium,1200.0,1500.0,mg/day,recommended,low_calcium,0.85,NHS,Calcium important for elderly hypothyroid patients bone health
THY036,Hyperthyroidism,With Osteoporosis,calcium,1200.0,1500.0,mg/day,recommended,low_calcium,0.92,NHS,Calcium critical as hyperthyroidism causes bone demineralization
THY037,Hyperthyroidism,With Osteoporosis,vitamin_d,800.0,2000.0,IU/day,recommended,deficient,0.9,NHS,Vitamin D helps prevent hyperthyroid-related bone loss
THY038,Hyperthyroidism,With Osteoporosis,vitamin_k,90.0,200.0,mcg/day,recommended,low_vitamin_k,0.85,NHS,Vitamin K2 supports bone matrix in hyperthyroid osteoporosis
THY039,Thyroid,Post Surgery,iodine,150.0,250.0,mcg/day,recommended,iodine_deficient,0.85,NHS,Careful iodine management post thyroid surgery
THY040,Thyroid,Post Surgery,calcium,1000.0,1500.0,mg/day,recommended,low_calcium,0.9,NHS,Calcium critical post thyroidectomy as parathyroids may be affected
THY041,Thyroid,General,vitamin_a,700.0,3000.0,mcg/day,moderate,vitamin_a_excess,0.72,NHS,Excessive vitamin A can interfere with thyroid hormone production
THY042,Thyroid,General,vitamin_c,65.0,2000.0,mg/day,recommended,low_vitamin_c,0.68,NHS,Vitamin C supports immune function in autoimmune thyroid disorders
THY043,Thyroid,General,fermented_food,1.0,3.0,servings/day,recommended,no_probiotic,0.7,NHS,Fermented foods support gut microbiome linked to thyroid health
THY044,Thyroid,General,ultra_processed,0.0,0.0,servings/day,strict,ultra_processed,0.88,NHS,Ultra processed foods promote inflammation worsening thyroid conditions
THY045,Thyroid,General,copper,0.9,10.0,mg/day,moderate,copper_deficient,0.7,NHS,Copper supports thyroid enzyme function and should be adequate
THY046,Thyroid,Levothyroxine,fiber,20.0,30.0,g/day,moderate,high_fiber_timing,0.78,NHS,Take levothyroxine away from high fiber meals for absorption
THY047,Thyroid,Levothyroxine,calcium,1000.0,1200.0,mg/day,moderate,supplement_timing,0.8,NHS,Calcium supplements must be taken hours away from levothyroxine
THY048,Thyroid,Levothyroxine,iron,8.0,18.0,mg/day,moderate,iron_timing,0.8,NHS,Iron supplements must be taken away from levothyroxine medication
THY049,Thyroid,Levothyroxine,coffee,0.0,1.0,cup/after_meds,moderate,coffee_timing,0.78,NHS,Coffee reduces levothyroxine absorption so avoid within one hour
THY050,Thyroid,Levothyroxine,soy,0.0,1.0,servings/day,moderate,soy_timing,0.75,NHS,Soy may reduce levothyroxine absorption when taken simultaneously
KID001,Kidney Disease,Stage 1-2,protein,0.6,0.8,g/kg/day,moderate,high_protein_foods,0.85,NKF,Moderate protein restriction slows kidney disease progression
KID002,Kidney Disease,Stage 1-2,sodium,0.0,2300.0,mg/day,moderate,processed_food,0.82,NKF,Sodium restriction reduces hypertension in kidney disease
KID003,Kidney Disease,Stage 1-2,potassium,2000.0,3000.0,mg/day,moderate,bananas,0.8,NKF,Limit potassium in early kidney disease
KID004,Kidney Disease,Stage 1-2,phosphorus,800.0,1000.0,mg/day,moderate,dairy,0.78,NKF,Moderate phosphorus restriction in early CKD
KID005,Kidney Disease,Stage 3-4,protein,0.6,0.75,g/kg/day,strict,red_meat,0.92,NKF,Further protein restriction in moderate CKD
KID006,Kidney Disease,Stage 3-4,potassium,1500.0,2000.0,mg/day,strict,tomatoes,0.9,NKF,Strict potassium control to prevent hyperkalemia
KID007,Kidney Disease,Stage 3-4,phosphorus,600.0,800.0,mg/day,strict,cheese,0.9,NKF,Restrict phosphorus to prevent bone disease in CKD
KID008,Kidney Disease,Stage 3-4,sodium,0.0,1500.0,mg/day,strict,canned_foods,0.92,NKF,Strict sodium restriction for advanced CKD
KID009,Kidney Disease,Stage 3-4,fluid,1000.0,1500.0,ml/day,strict,high_fluid_foods,0.88,NKF,Fluid restriction critical for CKD patients
KID010,Kidney Disease,Stage 5,protein,0.6,0.8,g/kg/day,strict,legumes,0.95,NKF,Closely monitor protein for dialysis patients
KID011,Kidney Disease,Stage 5,potassium,1500.0,2000.0,mg/day,strict,oranges,0.95,NKF,Severe potassium restriction for end-stage kidney disease
KID012,Kidney Disease,Stage 5,phosphorus,600.0,800.0,mg/day,strict,cola,0.95,NKF,Strict phosphorus limits for dialysis patients
KID013,Kidney Disease,Stage 5,fluid,700.0,1000.0,ml/day,strict,watermelon,0.95,NKF,Severe fluid restriction for dialysis patients
KID014,Kidney Disease,General,purine,0.0,100.0,mg/day,strict,organ_meat,0.88,NKF,Low purine diet prevents uric acid buildup in kidneys
KID015,Kidney Disease,General,oxalate,0.0,50.0,mg/day,moderate,spinach,0.82,NKF,Reduce oxalate foods to prevent kidney stone formation
KID016,Kidney Disease,General,vitamin_c,0.0,90.0,mg/day,moderate,high_dose_supplements,0.78,NKF,Avoid high dose Vitamin C as it converts to oxalate
KID017,Kidney Disease,General,calcium,800.0,1200.0,mg/day,moderate,supplement_excess,0.8,NKF,Adequate but not excessive calcium in kidney disease
KID018,Kidney Disease,General,vitamin_d,400.0,1000.0,IU/day,recommended,deficient,0.78,NKF,Active Vitamin D supplementation for CKD patients
KID019,Kidney Disease,General,added_sugar,0.0,25.0,g/day,moderate,sweet_beverages,0.8,NKF,Limit added sugar to manage diabetes complication in CKD
KID020,Kidney Disease,General,alcohol,0.0,0.0,units/day,strict,beer,0.92,NKF,Alcohol worsens kidney function and dehydration
KID021,Kidney Disease,Nephrotic Syndrome,protein,1.0,1.2,g/kg/day,moderate,high_protein,0.88,NKF,Adequate protein to replace urinary losses in nephrotic syndrome
KID022,Kidney Disease,Nephrotic Syndrome,sodium,0.0,1500.0,mg/day,strict,processed_food,0.93,NKF,Strict sodium to manage edema in nephrotic syndrome
KID023,Kidney Disease,Nephrotic Syndrome,fat,20.0,55.0,g/day,moderate,saturated_fat,0.85,NKF,Manage fat intake as nephrotic syndrome raises cholesterol
KID024,Kidney Disease,Nephrotic Syndrome,cholesterol_dietary,0.0,200.0,mg/day,strict,egg_yolk,0.88,NKF,Dietary cholesterol restriction needed in nephrotic syndrome
KID025,Kidney Disease,Kidney Stone,oxalate,0.0,50.0,mg/day,strict,spinach,0.92,NKF,Low oxalate diet essential for calcium oxalate stones
KID026,Kidney Disease,Kidney Stone,calcium,800.0,1200.0,mg/day,moderate,supplement_excess,0.8,NKF,Dietary calcium binds oxalate but supplement excess increases stones
KID027,Kidney Disease,Kidney Stone,sodium,0.0,2000.0,mg/day,moderate,processed_food,0.85,NKF,Sodium increases urinary calcium which promotes stone formation
KID028,Kidney Disease,Kidney Stone,purine,0.0,100.0,mg/day,strict,organ_meat,0.88,NKF,Low purine for uric acid kidney stones
KID029,Kidney Disease,Kidney Stone,fluid,2500.0,3000.0,ml/day,recommended,low_fluid,0.9,NKF,High fluid intake prevents kidney stone formation
KID030,Kidney Disease,Dialysis,protein,1.2,1.4,g/kg/day,recommended,low_protein,0.88,NKF,Dialysis patients need more protein than non-dialysis CKD
KID031,Kidney Disease,With Diabetes,protein,0.6,0.75,g/kg/day,strict,animal_protein,0.97,NKF/ADA,Strict protein restriction when diabetes causes CKD
KID032,Kidney Disease,With Diabetes,potassium,1500.0,2000.0,mg/day,strict,potassium_foods,0.95,NKF/ADA,Strict potassium when diabetic nephropathy is present
KID033,Kidney Disease,With Hypertension,sodium,0.0,1000.0,mg/day,strict,salty_food,0.99,NKF/AHA,Strictest sodium limits for combined CKD and hypertension
KID034,Kidney Disease,With Hypertension,potassium,2000.0,3500.0,mg/day,moderate,fruit_excess,0.9,NKF/AHA,Balance potassium for combined blood pressure and kidney care
KID035,Kidney Disease,With Heart,fluid,1000.0,1500.0,ml/day,strict,watery_foods,0.97,NKF/AHA,Fluid restriction critical when CKD and heart failure coexist
KID036,Kidney Disease,With PCOS,sodium,0.0,2000.0,mg/day,strict,salty_food,0.9,NKF/NHS,Sodium management when PCOS complicates kidney function
KID037,Kidney Disease,With PCOS,potassium,2000.0,3000.0,mg/day,moderate,high_potassium,0.88,NKF/NHS,Potassium monitoring needed for PCOS with kidney involvement
KID038,Kidney Disease,With Obesity,calories,1200.0,1600.0,kcal/day,strict,high_calorie,0.93,NKF/WHO,Caloric restriction essential when obesity complicates CKD
KID039,Kidney Disease,With Obesity,protein,0.6,0.8,g/kg/day,strict,red_meat,0.95,NKF,Protein restriction critical in obese CKD patients
KID040,Kidney Disease,Transplant,potassium,2500.0,4000.0,mg/day,moderate,potassium_food,0.85,NKF,Potassium management important but less strict post successful transplant
KID041,Kidney Disease,Transplant,sodium,0.0,2000.0,mg/day,moderate,salty_food,0.85,NKF,Moderate sodium restriction after kidney transplant
KID042,Kidney Disease,Transplant,grapefruit,0.0,0.0,servings,strict,grapefruit,0.92,NKF,Grapefruit interacts with transplant immunosuppressant medications
KID043,Kidney Disease,Transplant,food_safety,0.0,0.0,risk_score,strict,undercooked_food,0.97,NKF,Food safety critical as transplant patients are immunocompromised
KID044,Kidney Disease,IgA Nephropathy,omega3,1000.0,3000.0,mg/day,recommended,low_omega3,0.82,NKF,Omega-3 may slow progression of IgA nephropathy
KID045,Kidney Disease,IgA Nephropathy,gluten,0.0,0.0,g/day,moderate,wheat,0.7,NKF,Gluten restriction may benefit IgA nephropathy in some cases
KID046,Kidney Disease,Polycystic,caffeine,0.0,200.0,mg/day,moderate,coffee,0.78,NKF,Caffeine may affect cyst growth in polycystic kidney disease
KID047,Kidney Disease,Polycystic,sodium,0.0,1500.0,mg/day,strict,processed_food,0.9,NKF,Sodium restriction reduces hypertension risk in PKD
KID048,Kidney Disease,Polycystic,protein,0.8,1.0,g/kg/day,moderate,high_protein,0.82,NKF,Moderate protein intake for polycystic kidney disease
KID049,Kidney Disease,Polycystic,fluid,2000.0,3000.0,ml/day,recommended,low_fluid,0.85,NKF,High water intake may slow cyst growth in PKD
KID050,Kidney Disease,Polycystic,oxalate,0.0,100.0,mg/day,moderate,spinach,0.78,NKF,Moderate oxalate restriction in PKD with stones
KID051,Kidney Disease,With Gout,purine,0.0,100.0,mg/day,strict,organ_meat,0.92,NKF,Very low purine diet for CKD patients with concurrent gout
KID052,Kidney Disease,With Gout,alcohol,0.0,0.0,units/day,strict,beer,0.95,NKF,Alcohol strictly forbidden in CKD with gout due to uric acid rise
KID053,Kidney Disease,With Gout,fructose,0.0,15.0,g/day,strict,fruit_juice,0.9,NKF,Fructose raises uric acid worsening gout in CKD patients
KID054,Kidney Disease,With Gout,fluid,2500.0,3000.0,ml/day,recommended,low_fluid,0.88,NKF,High fluid intake essential to reduce uric acid concentration
KID055,Kidney Disease,With Anemia,iron,8.0,18.0,mg/day,recommended,iron_poor,0.85,NKF,Iron from diet supports erythropoiesis in anemic CKD patients
KID056,Kidney Disease,With Anemia,vitamin_c,30.0,90.0,mg/day,moderate,high_dose,0.78,NKF,Moderate Vitamin C enhances iron absorption without excess oxalate
KID057,Kidney Disease,With Anemia,folate,400.0,800.0,mcg/day,recommended,low_folate,0.82,NKF,Folate deficiency worsens anemia in chronic kidney disease
KID058,Kidney Disease,With Anemia,vitamin_b12,2.4,500.0,mcg/day,recommended,b12_deficient,0.82,NKF,B12 deficiency contributes to anemia in dialysis patients
KID059,Kidney Disease,Medication,grapefruit,0.0,0.0,servings,strict,grapefruit,0.95,NKF,Grapefruit interacts with tacrolimus and cyclosporine in kidney patients
KID060,Kidney Disease,Medication,potassium_supplement,0.0,0.0,supplements,strict,otc_potassium,0.95,NKF,OTC potassium supplements dangerous in kidney disease
HRT001,Heart Disease,General,saturated_fat,0.0,7.0,g/day,strict,butter,0.95,AHA,Strictly limit saturated fat to reduce LDL cholesterol
HRT002,Heart Disease,General,trans_fat,0.0,0.0,g/day,strict,partially_hydrogenated_oil,0.98,AHA,Complete elimination of trans fat is mandatory
HRT003,Heart Disease,General,sodium,0.0,1500.0,mg/day,strict,table_salt,0.95,AHA,Restrict sodium to reduce blood pressure and cardiac load
HRT004,Heart Disease,General,omega3,1000.0,4000.0,mg/day,recommended,deep_fried,0.9,AHA,Omega-3 fatty acids reduce cardiac arrhythmia risk
HRT005,Heart Disease,General,fiber,25.0,35.0,g/day,recommended,refined_carbs,0.85,AHA,Soluble fiber reduces LDL and cardiovascular risk
HRT006,Heart Disease,General,alcohol,0.0,1.0,units/day,moderate,spirits,0.85,AHA,Limit alcohol to reduce arrhythmia and cardiac stress
HRT007,Heart Disease,General,added_sugar,0.0,25.0,g/day,strict,sugary_drinks,0.88,AHA,Added sugar increases triglycerides and cardiac risk
HRT008,Heart Disease,General,potassium,3500.0,4700.0,mg/day,recommended,processed_food,0.8,AHA,Potassium counteracts sodium and reduces blood pressure
HRT009,Heart Disease,General,red_meat,0.0,1.0,servings/week,strict,processed_meat,0.9,AHA,Limit red and processed meat to reduce cardiac risk
HRT010,Heart Disease,General,vegetables,5.0,8.0,servings/day,recommended,low_veg,0.82,AHA,High vegetable intake reduces cardiovascular mortality
HRT011,Heart Disease,Post MI,calories,1600.0,2200.0,kcal/day,moderate,excess_calories,0.88,AHA,Controlled caloric intake post myocardial infarction
HRT012,Heart Disease,Post MI,sodium,0.0,1200.0,mg/day,strict,salt,0.97,AHA,Sodium restriction critical in post MI recovery
HRT013,Heart Disease,Post MI,cholesterol_dietary,0.0,200.0,mg/day,strict,egg_yolk,0.92,AHA,Dietary cholesterol restriction in post MI patients
HRT014,Heart Disease,Post MI,antioxidants,3.0,5.0,servings/day,recommended,low_antioxidant,0.85,AHA,Antioxidants reduce oxidative stress post heart attack
HRT015,Heart Disease,Post MI,alcohol,0.0,0.0,units/day,strict,wine,0.92,AHA,Complete alcohol abstinence recommended post MI
HRT016,Heart Disease,Heart Failure,fluid,1000.0,1500.0,ml/day,strict,soups_broths,0.95,AHA,Fluid restriction essential in congestive heart failure
