rule_id,condition,sub_condition,nutrient,threshold_min,threshold_max,unit,restriction_level,ingredient_flag,risk_weight,guideline_source,recommendation
ALL015,Allergy,Fish,fish,0,0,mg,strict,fish_sauce,0.99,NHS,"Complete avoidance of all fish and fish derivatives"
ALL016,Allergy,Fish,fish_oil,0,0,mg,strict,omega3_fish_supplements,0.95,NHS,"Avoid fish oil supplements with fish-derived omega-3"
ALL017,Allergy,Shellfish,shellfish,0,0,mg,strict,shrimp,0.99,NHS/FSSAI,"Complete avoidance of crustacean shellfish"
ALL018,Allergy,Shellfish,iodine_foods,0,2,servings/week,moderate,seaweed,0.70,NHS,"Some shellfish allergic individuals may react to iodine"
ALL019,Allergy,Sesame,sesame,0,0,mg,strict,tahini,0.99,FSSAI,"Complete avoidance of sesame seeds and sesame oil"
ALL020,Allergy,Sesame,middle_eastern_foods,0,0,servings,strict,hummus,0.92,FSSAI,"Middle Eastern foods often contain sesame derivatives"
ALL021,Allergy,Mustard,mustard,0,0,mg,strict,mustard_oil,0.99,FSSAI,"Avoid mustard seeds and oil especially in Indian cooking"
ALL022,Allergy,Sulfites,sulfites,0,10,mg/kg,strict,wine,0.92,FSSAI,"Sulfites trigger asthma and severe allergic reactions"
ALL023,Allergy,Sulfites,dried_fruit,0,0,servings,strict,dried_apricots,0.88,NHS,"Dried fruits often contain high sulfite preservatives"
ALL024,Allergy,Lactose Intolerance,lactose,0,12,g/day,moderate,milk,0.82,NHS,"Lactose intolerance differs from milk allergy but manage intake"
ALL025,Allergy,Lactose Intolerance,fermented_dairy,0,2,servings/day,moderate,ice_cream,0.65,NHS,"Hard cheeses and yogurt may be better tolerated"
HYP021,Hypertension,Resistant,sodium,0,1000,mg/day,strict,any_added_salt,0.99,AHA,"Resistant hypertension requires severe sodium restriction"
HYP022,Hypertension,Resistant,alcohol,0,0,units/day,strict,alcohol,0.97,AHA,"Alcohol abstinence essential for resistant hypertension"
HYP023,Hypertension,Resistant,caffeine,0,100,mg/day,strict,energy_drinks,0.88,AHA,"Caffeine restriction important in resistant hypertension"
HYP024,Hypertension,Elderly,sodium,0,1500,mg/day,strict,restaurant_food,0.93,WHO,"Sodium restriction in elderly hypertensives reduces stroke risk"
HYP025,Hypertension,Elderly,potassium,3500,4700,mg/day,recommended,potassium_poor,0.85,WHO,"Potassium particularly important for elderly hypertensives"
HYP026,Hypertension,Elderly,calcium,1200,1500,mg/day,recommended,low_calcium,0.80,WHO,"Adequate calcium important for both BP and bone health in elderly"
HYP027,Hypertension,With Diabetes,sodium,0,1500,mg/day,strict,processed_food,0.97,ADA/AHA,"Combined hypertension and diabetes needs strict sodium control"
HYP028,Hypertension,With Diabetes,saturated_fat,0,7,percent,strict,fatty_foods,0.95,ADA/AHA,"Dual restriction for hypertension plus diabetes combination"
HYP029,Hypertension,With Diabetes,sugar,0,25,g/day,strict,desserts,0.95,ADA/AHA,"Strict sugar control needed for hypertension-diabetes comorbidity"
HYP030,Hypertension,With CKD,sodium,0,1500,mg/day,strict,sodium_rich,0.98,NKF/AHA,"Triple threat of hypertension CKD requires strict sodium limits"
DIA026,Diabetes,With Hypertension,sodium,0,1500,mg/day,strict,processed_food,0.97,ADA/AHA,"Diabetics with hypertension need sodium under 1500mg"
DIA027,Diabetes,With CKD,protein,0.6,0.8,g/kg/day,strict,meat,0.95,ADA/NKF,"Protein restriction critical when diabetes complicates CKD"
DIA028,Diabetes,With Heart,saturated_fat,0,7,percent,strict,butter,0.97,ADA/AHA,"Strict fat control when diabetes co-exists with heart disease"
DIA029,Diabetes,With PCOS,sugar,0,20,g/day,strict,sweets,0.97,ADA/NHS,"Combined diabetes and PCOS needs very strict sugar control"
DIA030,Diabetes,Gestational,carbs,175,265,g/day,moderate,sweets,0.88,ADA,"Gestational diabetes requires controlled carb distribution"
DIA031,Diabetes,Gestational,added_sugar,0,10,g/day,strict,sugary_drinks,0.93,ADA,"Minimal added sugar in gestational diabetes management"
DIA032,Diabetes,Gestational,sodium,0,2300,mg/day,moderate,salt,0.78,ADA,"Moderate sodium for gestational diabetes with hypertension"
DIA033,Diabetes,Elderly,carbs,130,200,g/day,moderate,high_glycemic,0.85,ADA,"Elderly diabetics need careful but not overly restrictive carb control"
DIA034,Diabetes,Elderly,protein,1.0,1.2,g/kg/day,recommended,low_protein,0.80,ADA,"Higher protein needs for elderly diabetics to prevent muscle loss"
DIA035,Diabetes,Elderly,vitamin_d,800,2000,IU/day,recommended,deficient,0.78,ADA,"Vitamin D particularly important for elderly diabetics"
OBE021,Obesity,With Diabetes,calories,1200,1600,kcal/day,strict,ultra_processed,0.97,WHO/ADA,"Obesity with diabetes requires aggressive caloric restriction"
OBE022,Obesity,With Diabetes,glycemic_load,0,60,GL/day,strict,high_GI_foods,0.97,WHO/ADA,"Very low glycemic load essential when obesity meets diabetes"
OBE023,Obesity,With Hypertension,sodium,0,1500,mg/day,strict,salty_food,0.97,WHO/AHA,"Sodium restriction especially critical in obese hypertensives"
OBE024,Obesity,With Heart,saturated_fat,0,5,percent,strict,fatty_snacks,0.97,WHO/AHA,"Most aggressive fat restriction when obesity complicates heart disease"
OBE025,Obesity,Pediatric,added_sugar,0,25,g/day,strict,sugary_drinks,0.95,WHO,"Children with obesity should nearly eliminate added sugar"
OBE026,Obesity,Pediatric,trans_fat,0,0,g/day,strict,packaged_snacks,0.97,WHO,"Zero trans fat in pediatric obesity management"
OBE027,Obesity,Pediatric,screen_time_food,0,2,hrs/day,moderate,distracted_eating,0.75,WHO,"Limit screen time eating which promotes overconsumption"
OBE028,Obesity,Abdominal,refined_carbs,0,0,g/day,strict,white_rice,0.93,WHO,"Refined carbs specifically increase abdominal fat"
OBE029,Obesity,Abdominal,alcohol,0,0,units/day,strict,beer,0.92,WHO,"Alcohol promotes visceral fat accumulation"
OBE030,Obesity,Abdominal,fructose,0,25,g/day,strict,fruit_juice,0.93,WHO,"Fructose preferentially deposits as abdominal fat"
CHO021,High Cholesterol,With Diabetes,saturated_fat,0,7,percent,strict,palm_oil,0.97,AHA/ADA,"Dual risk mandates strict saturated fat control"
CHO022,High Cholesterol,With Diabetes,refined_carbs,0,0,g/day,strict,white_bread,0.97,AHA/ADA,"Refined carbs worsen both cholesterol and blood sugar"
CHO023,High Cholesterol,With Heart,trans_fat,0,0,g/day,strict,fried_food,0.99,AHA,"Combined cholesterol and heart disease allows zero trans fat"
CHO024,High Cholesterol,With Heart,omega3,2000,4000,mg/day,recommended,processed_food,0.92,AHA,"High dose omega-3 critical for combined conditions"
CHO025,High Cholesterol,Familial,saturated_fat,0,5,percent,strict,cheese,0.98,AHA,"Familial hypercholesterolemia requires more strict fat limits"
CHO026,High Cholesterol,Familial,dietary_cholesterol,0,150,mg/day,strict,shellfish,0.95,AHA,"Stricter dietary cholesterol limit for genetic hypercholesterolemia"
CHO027,High Cholesterol,With CKD,phosphorus,600,800,mg/day,strict,dairy,0.92,NKF/AHA,"Phosphorus restriction in combined CKD and cholesterol"
CHO028,High Cholesterol,With CKD,potassium,1500,2000,mg/day,strict,fruits,0.90,NKF/AHA,"Manage potassium when cholesterol and CKD combine"
FLV021,Fatty Liver,With Diabetes,sugar,0,10,g/day,strict,sweet_drinks,0.99,NHS/ADA,"Near zero sugar when diabetes complicates fatty liver"
FLV022,Fatty Liver,With Diabetes,refined_carbs,0,0,g/day,strict,pasta,0.97,NHS/ADA,"Eliminate refined carbs for diabetic fatty liver"
FLV023,Fatty Liver,With Obesity,calories,1000,1500,kcal/day,strict,junk_food,0.97,NHS,"Aggressive caloric restriction for obese fatty liver patients"
FLV024,Fatty Liver,With CKD,protein,0.6,0.8,g/kg/day,strict,red_meat,0.95,NKF/NHS,"Protein restriction when CKD complicates fatty liver"
FLV025,Fatty Liver,With Cholesterol,saturated_fat,0,5,percent,strict,coconut_oil,0.97,NHS,"Strict saturated fat for combined fatty liver and cholesterol"
HYP031,Hypertension,Pregnancy,sodium,0,2000,mg/day,moderate,processed_food,0.90,WHO/NHS,"Moderate sodium during pregnancy-related hypertension"
HYP032,Hypertension,Pregnancy,calcium,1000,1500,mg/day,recommended,low_dairy,0.85,WHO,"Calcium supplementation may reduce preeclampsia risk"
HYP033,Hypertension,Pregnancy,magnesium,310,400,mg/day,recommended,low_magnesium,0.82,WHO,"Magnesium supports blood pressure control in pregnancy"
HYP034,Hypertension,Pregnancy,caffeine,0,200,mg/day,moderate,coffee,0.80,NHS,"Limit caffeine in pregnancy-related hypertension"
HYP035,Hypertension,Vegetarian,sodium,0,1500,mg/day,strict,soy_sauce,0.93,AHA,"Soy sauce and miso are hidden sodium sources for vegetarians"
HYP036,Hypertension,Vegetarian,potassium,3500,4700,mg/day,recommended,low_veg,0.85,AHA,"Vegetarian diets are typically high in beneficial potassium"
HYP037,Hypertension,Vegetarian,calcium,1000,1200,mg/day,recommended,low_calcium_veg,0.80,AHA,"Non-dairy calcium sources needed for vegetarian hypertensives"
HYP038,Hypertension,South Asian,ghee,0,2,teaspoons/day,moderate,ghee,0.85,FSSAI,"Ghee is high in saturated fat common in South Asian diets"
HYP039,Hypertension,South Asian,pickle,0,1,servings/week,strict,achar,0.90,FSSAI,"Indian pickles are extremely high in sodium"
HYP040,Hypertension,South Asian,papad,0,1,servings/week,strict,papad,0.85,FSSAI,"Papad contains high sodium and should be limited"
DIA036,Diabetes,South Asian,white_rice,0,1,cup/day,strict,white_rice,0.92,FSSAI/ADA,"White rice is a major glycemic driver in South Asian diet"
DIA037,Diabetes,South Asian,maida,0,0,g/day,strict,maida_products,0.93,FSSAI,"Refined flour products ubiquitous in South Asian cuisine"
DIA038,Diabetes,South Asian,coconut_oil,0,2,teaspoons/day,moderate,coconut_oil,0.80,FSSAI,"Coconut oil high in saturated fat for South Asian diabetics"
DIA039,Diabetes,South Asian,fried_snacks,0,0,servings/day,strict,samosa,0.92,FSSAI,"Samosas and fried snacks spike blood sugar dramatically"
DIA040,Diabetes,South Asian,roti,1,3,servings/day,moderate,white_flour_roti,0.80,FSSAI/ADA,"Prefer whole wheat or multigrain roti over white flour"
PCO021,PCOS,South Asian,ghee,0,1,teaspoon/day,moderate,ghee,0.82,FSSAI,"Limit ghee intake to reduce saturated fat in PCOS"
PCO022,PCOS,South Asian,white_rice,0,0.5,cup/day,strict,white_rice,0.90,FSSAI/NHS,"Minimize white rice for insulin control in PCOS"
PCO023,PCOS,Adolescent,added_sugar,0,20,g/day,strict,soda,0.95,NHS,"Adolescent PCOS strongly linked to sugar consumption"
PCO024,PCOS,Adolescent,omega3,500,2000,mg/day,recommended,low_omega3,0.88,NHS,"Omega-3 reduces inflammation in adolescent PCOS"
PCO025,PCOS,With Infertility,anti_inflammatory,3,5,servings/day,recommended,processed_food,0.85,NHS,"Anti-inflammatory diet supports fertility in PCOS patients"
PCO026,PCOS,With Infertility,antioxidants,3,5,servings/day,recommended,low_antioxidant,0.85,NHS,"Antioxidants improve egg quality in PCOS-related infertility"
PCO027,PCOS,With Infertility,vitamin_d,1000,4000,IU/day,recommended,deficient_sun,0.82,NHS,"Vitamin D supplementation may improve fertility in PCOS"
PCO028,PCOS,With Insulin Resistance,chromium,25,45,mcg/day,recommended,refined_foods,0.80,NHS,"Chromium improves insulin sensitivity in PCOS"
PCO029,PCOS,With Insulin Resistance,berberine_foods,1,3,servings/day,moderate,low_berberine,0.72,NHS,"Berberine-containing foods support insulin regulation"
PCO030,PCOS,With Acne,dairy,0,1,servings/day,moderate,full_fat_milk,0.78,NHS,"Dairy linked to acne worsening in PCOS patients"
THY021,Hypothyroidism,With Obesity,calories,1200,1600,kcal/day,moderate,excess_calories,0.90,NHS,"Caloric restriction important as hypothyroidism slows metabolism"
THY022,Hypothyroidism,With Diabetes,iodine,150,300,mcg/day,recommended,iodine_deficient,0.85,NHS,"Maintain iodine intake for combined thyroid and diabetes"
THY023,Hypothyroidism,With Cholesterol,saturated_fat,0,7,percent,strict,butter,0.92,NHS,"Hypothyroidism worsens cholesterol so restrict saturated fat"
THY024,Hypothyroidism,Hashimotos,gluten,0,0,g/day,moderate,wheat,0.75,NHS,"Gluten-free diet may benefit Hashimoto thyroiditis"
THY025,Hypothyroidism,Hashimotos,dairy,0,2,servings/day,moderate,milk,0.72,NHS,"Dairy sensitivity sometimes associated with Hashimoto"
THY026,Hypothyroidism,Hashimotos,sugar,0,20,g/day,strict,sweets,0.85,NHS,"Sugar promotes autoimmune inflammation in Hashimoto"
THY027,Hypothyroidism,Hashimotos,processed_food,0,0,servings/day,strict,ultra_processed,0.90,NHS,"Processed foods trigger inflammation in autoimmune thyroid"
THY028,Hypothyroidism,Hashimotos,selenium,100,200,mcg/day,recommended,selenium_poor,0.85,NHS,"Selenium reduces thyroid antibody levels in Hashimoto"
THY029,Hyperthyroidism,Graves Disease,iodine,0,50,mcg/day,strict,iodized_salt,0.97,NHS,"Severe iodine restriction for Graves disease management"
THY030,Hyperthyroidism,Graves Disease,caffeine,0,50,mg/day,strict,coffee,0.92,NHS,"Caffeine worsens tremors and anxiety in Graves disease"
KID021,Kidney Disease,Nephrotic Syndrome,protein,1.0,1.2,g/kg/day,moderate,high_protein,0.88,NKF,"Adequate protein to replace urinary losses in nephrotic syndrome"
KID022,Kidney Disease,Nephrotic Syndrome,sodium,0,1500,mg/day,strict,processed_food,0.93,NKF,"Strict sodium to manage edema in nephrotic syndrome"
KID023,Kidney Disease,Nephrotic Syndrome,fat,20,30,percent,moderate,saturated_fat,0.85,NKF,"Manage fat intake as nephrotic syndrome raises cholesterol"
KID024,Kidney Disease,Nephrotic Syndrome,cholesterol_dietary,0,200,mg/day,strict,egg_yolk,0.88,NKF,"Dietary cholesterol restriction needed in nephrotic syndrome"
KID025,Kidney Disease,Kidney Stone,oxalate,0,50,mg/day,strict,spinach,0.92,NKF,"Low oxalate diet essential for calcium oxalate stones"
KID026,Kidney Disease,Kidney Stone,calcium,800,1200,mg/day,moderate,supplement_excess,0.80,NKF,"Dietary calcium binds oxalate but supplement excess increases stones"
KID027,Kidney Disease,Kidney Stone,sodium,0,2000,mg/day,moderate,processed_food,0.85,NKF,"Sodium increases urinary calcium which promotes stone formation"
KID028,Kidney Disease,Kidney Stone,purine,0,100,mg/day,strict,organ_meat,0.88,NKF,"Low purine for uric acid kidney stones"
KID029,Kidney Disease,Kidney Stone,fluid,2500,3000,ml/day,recommended,low_fluid,0.90,NKF,"High fluid intake prevents kidney stone formation"
KID030,Kidney Disease,Dialysis,protein,1.2,1.4,g/kg/day,recommended,low_protein,0.88,NKF,"Dialysis patients need more protein than non-dialysis CKD"
HRT021,Heart Disease,Arrhythmia,caffeine,0,100,mg/day,strict,coffee,0.90,AHA,"Caffeine triggers arrhythmia episodes in susceptible patients"
HRT022,Heart Disease,Arrhythmia,alcohol,0,0,units/day,strict,wine,0.95,AHA,"Alcohol is a major trigger for atrial fibrillation"
HRT023,Heart Disease,Arrhythmia,magnesium,310,420,mg/day,recommended,low_magnesium,0.88,AHA,"Magnesium deficiency is associated with cardiac arrhythmias"
HRT024,Heart Disease,Arrhythmia,potassium,3500,4700,mg/day,recommended,low_potassium,0.88,AHA,"Low potassium increases arrhythmia risk significantly"
HRT025,Heart Disease,Cardiomyopathy,sodium,0,1500,mg/day,strict,salty_food,0.95,AHA,"Sodium restriction critical in dilated cardiomyopathy"
HRT026,Heart Disease,Cardiomyopathy,fluid,1000,1500,ml/day,strict,soups,0.93,AHA,"Fluid restriction prevents congestion in cardiomyopathy"
HRT027,Heart Disease,Cardiomyopathy,thiamine,1.1,5,mg/day,recommended,thiamine_deficient,0.85,AHA,"Thiamine deficiency can cause or worsen cardiomyopathy"
HRT028,Heart Disease,Cardiomyopathy,selenium,55,200,mcg/day,recommended,low_selenium,0.82,AHA,"Selenium deficiency linked to dilated cardiomyopathy"
HRT029,Heart Disease,With Hypertension,sodium,0,1200,mg/day,strict,any_salt,0.99,AHA,"Combined heart disease and hypertension most restrictive sodium"
HRT030,Heart Disease,With Hypertension,potassium,3500,4700,mg/day,recommended,potassium_poor,0.90,AHA,"Potassium critical for dual hypertension heart disease management"
HRT031,Heart Disease,With Diabetes,saturated_fat,0,5,percent,strict,red_meat,0.99,AHA/ADA,"Triple threat of heart disease plus diabetes needs strictest fat control"
HRT032,Heart Disease,With Diabetes,sugar,0,15,g/day,strict,desserts,0.99,AHA/ADA,"Minimal sugar when diabetes and heart disease coexist"
HRT033,Heart Disease,With CKD,potassium,2000,3500,mg/day,moderate,fruits,0.92,AHA/NKF,"Careful potassium balance when heart disease meets CKD"
HRT034,Heart Disease,With CKD,phosphorus,600,900,mg/day,strict,dairy,0.92,AHA/NKF,"Phosphorus management important in combined heart and kidney disease"
HRT035,Heart Disease,Elderly,sodium,0,1500,mg/day,strict,restaurant_food,0.93,AHA,"Sodium restriction particularly beneficial for elderly cardiac patients"
ALL026,Allergy,Multiple,processed_food,0,0,servings,strict,packaged_food,0.97,FSSAI,"Multiple allergies require careful scrutiny of all processed foods"
ALL027,Allergy,Multiple,restaurant_food,0,0,servings,strict,cross_contamination,0.95,FSSAI,"Restaurant food poses severe cross-contamination risk for multiple allergies"
ALL028,Allergy,Multiple,hidden_allergens,0,0,mg,strict,flavoring_agents,0.95,FSSAI,"Hidden allergens in flavorings and additives must be identified"
ALL029,Allergy,Food Intolerance,trigger_foods,0,0,servings,strict,individual_triggers,0.90,NHS,"Food intolerances require personal elimination and reintroduction protocols"
ALL030,Allergy,Histamine Intolerance,fermented_food,0,1,servings/day,strict,aged_cheese,0.88,NHS,"Limit histamine-rich fermented foods in histamine intolerance"
ALL031,Allergy,Histamine Intolerance,alcohol,0,0,units/day,strict,red_wine,0.92,NHS,"Alcohol blocks histamine breakdown worsening symptoms"
ALL032,Allergy,Histamine Intolerance,tomatoes,0,1,servings/day,moderate,ketchup,0.80,NHS,"Tomatoes are high histamine foods to limit"
ALL033,Allergy,Histamine Intolerance,spinach,0,1,servings/day,moderate,raw_spinach,0.78,NHS,"Spinach is a high histamine liberator to monitor"
ALL034,Allergy,FODMAP,high_fodmap,0,0,servings,strict,garlic_onion,0.88,NHS,"Elimination of high FODMAP foods for IBS-type reactions"
ALL035,Allergy,FODMAP,lactose,0,12,g/day,moderate,milk,0.80,NHS,"Lactose is a key FODMAP trigger to monitor"
FLV026,Fatty Liver,Alcoholic,alcohol,0,0,units/day,strict,all_alcohol,0.99,WHO/NHS,"Absolute alcohol abstinence is the primary treatment for alcoholic fatty liver"
FLV027,Fatty Liver,Alcoholic,calories,1800,2400,kcal/day,moderate,malnutrition_risk,0.85,NHS,"Alcoholic liver disease often causes malnutrition requiring adequate calories"
FLV028,Fatty Liver,Alcoholic,protein,1.2,1.5,g/kg/day,recommended,low_protein,0.88,NHS,"Higher protein intake needed to prevent muscle wasting in alcoholic liver disease"
FLV029,Fatty Liver,Alcoholic,thiamine,1.1,10,mg/day,recommended,thiamine_deficient,0.90,NHS,"Thiamine supplementation critical as alcoholics often have B1 deficiency"
FLV030,Fatty Liver,Alcoholic,zinc,8,15,mg/day,recommended,zinc_poor,0.85,NHS,"Zinc deficiency common in alcoholic liver disease and must be corrected"
CHO029,High Cholesterol,With PCOS,saturated_fat,0,7,percent,strict,ghee,0.95,AHA/NHS,"PCOS worsens cholesterol so restrict saturated fat"
CHO030,High Cholesterol,With PCOS,trans_fat,0,0,g/day,strict,margarine,0.97,AHA,"Trans fat elimination critical for PCOS with cholesterol"
CHO031,High Cholesterol,With Thyroid,saturated_fat,0,7,percent,strict,butter,0.95,AHA/NHS,"Hypothyroidism worsens cholesterol so extra fat restriction"
CHO032,High Cholesterol,With Thyroid,omega3,1000,3000,mg/day,recommended,fried_fish,0.88,AHA,"Omega-3 helps manage lipids in combined thyroid-cholesterol"
CHO033,High Cholesterol,With Fatty Liver,saturated_fat,0,5,percent,strict,palm_oil,0.97,AHA/NHS,"Most restrictive fat control for fatty liver with cholesterol"
CHO034,High Cholesterol,With Fatty Liver,fructose,0,10,g/day,strict,fruit_juice,0.97,AHA/NHS,"Combined fatty liver and cholesterol requires near-zero fructose"
KID031,Kidney Disease,With Diabetes,protein,0.6,0.75,g/kg/day,strict,animal_protein,0.97,NKF/ADA,"Strict protein restriction when diabetes causes CKD"
KID032,Kidney Disease,With Diabetes,potassium,1500,2000,mg/day,strict,potassium_foods,0.95,NKF/ADA,"Strict potassium when diabetic nephropathy is present"
KID033,Kidney Disease,With Hypertension,sodium,0,1000,mg/day,strict,salty_food,0.99,NKF/AHA,"Strictest sodium limits for combined CKD and hypertension"
KID034,Kidney Disease,With Hypertension,potassium,2000,3500,mg/day,moderate,fruit_excess,0.90,NKF/AHA,"Balance potassium for combined blood pressure and kidney care"
KID035,Kidney Disease,With Heart,fluid,1000,1500,ml/day,strict,watery_foods,0.97,NKF/AHA,"Fluid restriction critical when CKD and heart failure coexist"
HYP041,Hypertension,Young Adult,sodium,0,1500,mg/day,strict,fast_food,0.92,AHA,"Young adults with hypertension should avoid fast food sodium"
HYP042,Hypertension,Young Adult,alcohol,0,1,units/day,moderate,cocktails,0.85,AHA,"Alcohol strongly associated with early-onset hypertension"
HYP043,Hypertension,Young Adult,energy_drinks,0,0,servings/day,strict,energy_drinks,0.90,AHA,"Energy drinks raise blood pressure acutely in young adults"
HYP044,Hypertension,Young Adult,processed_snacks,0,0,servings/day,strict,chips,0.88,AHA,"Processed snacks are major sodium source in young adults"
HYP045,Hypertension,Exercise Intolerant,beetroot,1,2,servings/day,recommended,low_nitrate,0.72,AHA,"Dietary nitrates from beetroot improve blood pressure"
HYP046,Hypertension,Exercise Intolerant,dark_chocolate,0,30,g/day,moderate,milk_chocolate,0.65,AHA,"Dark chocolate flavonoids modestly lower blood pressure"
HYP047,Hypertension,Exercise Intolerant,garlic,1,3,cloves/day,recommended,low_garlic,0.68,AHA,"Garlic contains allicin which moderately reduces blood pressure"
HYP048,Hypertension,Exercise Intolerant,berries,1,2,cups/day,recommended,sugary_alternatives,0.72,AHA,"Berries high in flavonoids that support blood pressure reduction"
DIA041,Diabetes,With NAFLD,fructose,0,10,g/day,strict,fruit_juice,0.98,ADA/NHS,"Diabetes plus fatty liver requires near-zero fructose"
DIA042,Diabetes,With NAFLD,calories,1200,1600,kcal/day,strict,high_calorie,0.97,ADA/NHS,"Aggressive caloric restriction for diabetes with NAFLD"
DIA043,Diabetes,Night Shift,meal_timing,0,3,irregular_meals,strict,irregular_eating,0.85,ADA,"Meal timing is crucial for night shift workers with diabetes"
DIA044,Diabetes,Night Shift,caffeine,0,200,mg/day,moderate,late_coffee,0.75,ADA,"Caffeine affects sleep quality and glucose control in shift workers"
DIA045,Diabetes,Vegetarian,protein_completeness,50,100,percent,recommended,incomplete_protein,0.80,ADA,"Vegetarian diabetics must ensure complete protein from plant sources"
DIA046,Diabetes,Vegetarian,vitamin_b12,2.4,1000,mcg/day,recommended,b12_deficient,0.85,ADA,"B12 supplementation essential for vegetarian diabetics"
DIA047,Diabetes,Vegetarian,iron,8,18,mg/day,recommended,low_iron,0.78,ADA,"Non-heme iron absorption lower in vegetarian diets"
DIA048,Diabetes,Vegetarian,zinc,8,12,mg/day,recommended,zinc_poor_veg,0.78,ADA,"Plant-based zinc less bioavailable so increase intake"
DIA049,Diabetes,Ramadan,pre_dawn_meal,1,1,complete_meal,moderate,skip_suhoor,0.85,ADA,"Suhoor meal planning critical for diabetics fasting Ramadan"
DIA050,Diabetes,Ramadan,hydration,1500,2500,ml/non_fasting,recommended,dehydration_risk,0.85,ADA,"Adequate hydration during non-fasting hours in Ramadan"
PCO031,PCOS,Vegetarian,protein,20,25,percent,recommended,low_protein_veg,0.82,NHS,"Vegetarian PCOS patients need adequate complete protein"
PCO032,PCOS,Vegetarian,iron,18,25,mg/day,recommended,low_iron,0.85,NHS,"Higher iron needs for PCOS patients with heavy menstrual bleeding"
PCO033,PCOS,Vegetarian,zinc,8,15,mg/day,recommended,zinc_poor,0.80,NHS,"Zinc important for hormone balance in vegetarian PCOS"
PCO034,PCOS,Vegetarian,omega3,1000,3000,mg/day,recommended,no_fish,0.88,NHS,"Flaxseed and chia important omega-3 sources for vegetarian PCOS"
PCO035,PCOS,With Depression,omega3,2000,4000,mg/day,recommended,low_omega3,0.88,NHS,"Omega-3 supports both PCOS and mental health"
PCO036,PCOS,With Depression,magnesium,310,400,mg/day,recommended,low_magnesium,0.82,NHS,"Magnesium supports mood regulation alongside PCOS management"
PCO037,PCOS,With Thyroid,iodine,150,300,mcg/day,recommended,iodine_deficient,0.85,NHS,"Manage iodine carefully for combined thyroid and PCOS"
PCO038,PCOS,With Thyroid,selenium,55,200,mcg/day,recommended,selenium_deficient,0.85,NHS,"Selenium benefits both thyroid and PCOS management"
PCO039,PCOS,With Fatty Liver,fructose,0,15,g/day,strict,fruit_juice,0.97,NHS,"Fructose restriction critical for PCOS with fatty liver"
PCO040,PCOS,With Fatty Liver,saturated_fat,0,7,percent,strict,red_meat,0.95,NHS,"Saturated fat restriction when PCOS complicates fatty liver"
THY031,Hypothyroidism,Pregnancy,iodine,220,290,mcg/day,recommended,iodine_deficient,0.95,WHO/NHS,"Higher iodine requirements during pregnancy with hypothyroidism"
THY032,Hypothyroidism,Pregnancy,selenium,55,200,mcg/day,recommended,selenium_poor,0.88,WHO/NHS,"Selenium supports thyroid in hypothyroid pregnancy"
THY033,Hypothyroidism,Pregnancy,folate,400,800,mcg/day,recommended,low_folate,0.90,WHO,"Folate critical for fetal development in thyroid pregnancy"
THY034,Hypothyroidism,Elderly,iodine,150,300,mcg/day,recommended,iodine_deficient,0.88,NHS,"Iodine requirements remain important for elderly hypothyroid patients"
THY035,Hypothyroidism,Elderly,calcium,1200,1500,mg/day,recommended,low_calcium,0.85,NHS,"Calcium important for elderly hypothyroid patients bone health"
THY036,Hyperthyroidism,With Osteoporosis,calcium,1200,1500,mg/day,recommended,low_calcium,0.92,NHS,"Calcium critical as hyperthyroidism causes bone demineralization"
THY037,Hyperthyroidism,With Osteoporosis,vitamin_d,800,2000,IU/day,recommended,deficient,0.90,NHS,"Vitamin D helps prevent hyperthyroid-related bone loss"
THY038,Hyperthyroidism,With Osteoporosis,vitamin_k,90,200,mcg/day,recommended,low_vitamin_k,0.85,NHS,"Vitamin K2 supports bone matrix in hyperthyroid osteoporosis"
THY039,Thyroid,Post Surgery,iodine,150,250,mcg/day,recommended,iodine_deficient,0.85,NHS,"Careful iodine management post thyroid surgery"
THY040,Thyroid,Post Surgery,calcium,1000,1500,mg/day,recommended,low_calcium,0.90,NHS,"Calcium critical post thyroidectomy as parathyroids may be affected"
KID036,Kidney Disease,With PCOS,sodium,0,2000,mg/day,strict,salty_food,0.90,NKF/NHS,"Sodium management when PCOS complicates kidney function"
KID037,Kidney Disease,With PCOS,potassium,2000,3000,mg/day,moderate,high_potassium,0.88,NKF/NHS,"Potassium monitoring needed for PCOS with kidney involvement"
KID038,Kidney Disease,With Obesity,calories,1200,1600,kcal/day,strict,high_calorie,0.93,NKF/WHO,"Caloric restriction essential when obesity complicates CKD"
KID039,Kidney Disease,With Obesity,protein,0.6,0.8,g/kg/day,strict,red_meat,0.95,NKF,"Protein restriction critical in obese CKD patients"
KID040,Kidney Disease,Transplant,potassium,2500,4000,mg/day,moderate,potassium_food,0.85,NKF,"Potassium management important but less strict post successful transplant"
KID041,Kidney Disease,Transplant,sodium,0,2000,mg/day,moderate,salty_food,0.85,NKF,"Moderate sodium restriction after kidney transplant"
KID042,Kidney Disease,Transplant,grapefruit,0,0,servings,strict,grapefruit,0.92,NKF,"Grapefruit interacts with transplant immunosuppressant medications"
KID043,Kidney Disease,Transplant,food_safety,0,0,risk_score,strict,undercooked_food,0.97,NKF,"Food safety critical as transplant patients are immunocompromised"
